ATTEMPT, Time, Performance
8,410.2101,28.31907
8,420.2132,28.59012
8,430.2333,28.34445
8,440.2331,28.2104
8,450.2379,26.9064
8,460.249,26.40693
8,470.2502,26.27514
8,480.2538,25.98291
8,490.2667,26.79068
8,500.272,26.17739
8,510.2762,25.91836
8,520.2769,25.45671
8,530.295,25.43733
8,540.2896,26.56233
8,550.2916,27.78127
8,560.296,27.67255
8,570.2968,28.52199
8,580.3085,28.47527
8,590.3098,26.52511
9,20.02576,23.43985
9,30.02783,22.87959
9,40.04468,22.41442
9,50.05054,22.03524
9,60.04822,21.88939
9,70.06396,23.17099
9,80.06421,23.22893
9,90.06531,23.03793
9,100.0663,22.80759
9,110.0649,22.24193
9,120.0651,23.14332
9,130.0665,23.50905
9,140.0699,23.26264
9,150.0709,23.11948
9,160.071,22.89839
9,170.0797,23.19371
9,180.0836,23.6236
9,190.0856,23.97221
9,200.088,23.97221
9,210.0908,23.97221
9,220.0919,23.84254
9,230.0989,24.87988
9,240.1002,24.73931
9,250.1038,24.73931
9,260.1073,24.73931
9,270.1083,24.8224
9,280.1193,24.96986
9,290.1201,26.7477
9,300.1238,26.7477
9,310.1263,26.7477
9,320.1283,26.8999
9,330.1294,27.127
9,340.1327,26.6473
9,350.1414,26.6565
9,360.1449,26.6565
9,370.1506,26.45363
9,380.1469,26.31553
9,390.15,25.21835
9,400.1608,25.16775
9,410.1633,25.16775
9,420.1676,24.82639
9,430.1693,23.95512
9,440.171,23.97361
9,450.1831,24.00046
9,460.1842,23.97403
9,470.1876,36.90221
9,480.1912,35.47511
9,490.2013,34.66907
9,500.2059,35.52426
9,510.2084,35.05721
9,520.2092,35.02557
9,530.2091,34.85102
9,540.2095,35.57886
9,550.2244,35.11416
9,560.2252,34.96022
9,570.2433,34.81816
9,580.2454,34.65191
9,590.2461,33.12796
9,600.2472,34.88174
10,19.70445,22.50415
10,29.74491,22.17451
10,39.77795,21.7357
10,49.80267,21.61924
10,59.89563,20.55196
10,69.87868,20.45585
10,79.90783,22.19085
10,89.94387,21.9473
10,99.95316,21.85094
10,109.977,21.73836
