
ATTEMPT, PopulationSize, RandomInitValues, Sensitivity, MutationCycle, RecombinationRate, RecombinationType, MutationRate, MutationType, SelectionSize, Version, Performance, Terrain, Robot No, NoSections, NoLegs, IsTailEnabled, BodyColour, MaintainSerpentine, MaintainGait, UniformBody, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Tail No, AngleConstraint, RotationMultiplier, TailMassMultiplier, Length, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 24.31409, Uneven, 21, 9, 14, True, 39, False, True, True, 0, (98.0 - 154.6 - 132.3), (0.2 - 0.8 - 0.4), True, True, True, 1.117941, 1.257801, 0.8424995, 1, (52.9 - 114.1 - 17.9), (0.7 - 0.9 - 0.5), True, False, True, 0.195962, 1.257801, 0.8424995, 2, (70.8 - 22.7 - 42.6), (0.7 - 0.2 - 0.1), True, False, True, 1.25126, 1.257801, 0.8424995, 3, (152.3 - 145.3 - 91.7), (0.1 - 0.5 - 0.7), True, False, False, 1.292299, 1.257801, 0.8424995, 4, (44.0 - 63.6 - 113.6), (0.5 - 0.9 - 0.6), True, False, False, 0.4995856, 1.257801, 0.8424995, 5, (85.6 - 60.5 - 18.2), (0.6 - 0.7 - 0.9), True, False, True, 1.088766, 1.257801, 0.8424995, 6, (108.4 - 49.8 - 59.0), (0.9 - 0.9 - 0.1), False, False, False, 0.2783958, 1.257801, 0.8424995, 7, (76.1 - 49.6 - 19.7), (0.0 - 1.0 - 0.1), True, True, True, 0.407747, 1.257801, 0.8424995, 8, (10.6 - 96.2 - 102.6), (0.1 - 1.0 - 0.5), False, True, False, 1.387359, 1.257801, 0.8424995, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (100.5 - 107.8 - 115.3), (0.6 - 0.6 - 0.3), 1.943672, 0.7356543, 20, 1.492616, 3, 1, Right, (100.5 - 107.8 - 115.3), (0.6 - 0.6 - 0.3), 1.943672, 0.7356542, 20, 1.492615, 4, 2, Left, (9.4 - 48.6 - 132.6), (0.9 - 0.7 - 0.5), 1.943672, 0.7356542, 1, 1.939474, 5, 2, Right, (173.1 - 8.8 - 115.6), (0.6 - 0.9 - 0.4), 1.943672, 0.7356542, 11, 1.047315, 6, 3, Left, (145.7 - 171.9 - 120.4), (0.0 - 0.9 - 0.4), 1.943672, 0.7356542, 11, 1.933143, 7, 3, Right, (61.1 - 85.3 - 103.5), (1.0 - 0.3 - 0.4), 1.943672, 0.7356542, 27, 1.20822, 8, 4, Left, (113.5 - 79.5 - 62.8), (0.5 - 0.4 - 0.2), 1.943672, 0.7356542, 17, 1.973374, 9, 4, Right, (42.9 - 158.1 - 177.0), (0.6 - 0.6 - 0.2), 1.943672, 0.7356542, 40, 1.119256, 10, 5, Left, (100.5 - 107.8 - 115.3), (0.6 - 0.6 - 0.3), 1.943672, 0.7356543, 20, 1.492616, 11, 5, Right, (100.5 - 107.8 - 115.3), (0.6 - 0.6 - 0.3), 1.943672, 0.7356543, 20, 1.492616, 12, 6, Left, (113.5 - 158.7 - 73.4), (0.8 - 0.8 - 0.3), 1.943672, 0.7356542, 34, 1.225429, 13, 6, Right, (113.4 - 129.9 - 104.8), (0.4 - 0.9 - 0.2), 1.943672, 0.7356542, 23, 1.825015, 14, 7, Left, (154.2 - 59.7 - 93.0), (0.6 - 0.2 - 0.3), 1.943672, 0.7356542, 7, 1.399267, 15, 7, Right, (78.1 - 177.2 - 170.4), (0.1 - 0.4 - 0.1), 1.943672, 0.7356542, 38, 1.255662, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (34.5 - 39.3 - 130.1), (0.3 - 0.4 - 0.9), 0.2170132, 2.988769, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 22, 4, 2, True, 46, False, False, True, 0, (164.8 - 92.4 - 5.0), (1.0 - 0.6 - 0.3), False, False, True, 0.3525679, 1.400896, 0.9533966, 1, (26.8 - 160.8 - 28.0), (0.9 - 0.8 - 0.2), True, True, True, 1.323893, 1.400896, 0.9533966, 2, (141.8 - 124.1 - 123.5), (0.2 - 0.1 - 0.8), True, True, False, 0.3689535, 1.400896, 0.9533966, 3, (96.7 - 36.6 - 66.7), (0.4 - 0.7 - 0.9), False, False, False, 0.04114563, 1.400896, 0.9533966, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, 2, Left, (83.3 - 149.7 - 107.4), (0.5 - 0.1 - 0.9), 1.206529, 0.6820147, 10, 1.185469, 5, 2, Right, (8.9 - 2.1 - 3.9), (0.2 - 0.5 - 0.6), 1.206529, 0.6820147, 24, 1.757449, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (20.7 - 95.2 - 52.9), (0.5 - 0.3 - 0.2), 1.066224, 2.2039, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 23, 5, 8, False, 56, True, False, True, 0, (25.1 - 10.3 - 174.4), (0.9 - 0.4 - 0.6), False, True, True, 0.5056887, 0.9841567, 1.028595, 1, (106.1 - 127.9 - 2.0), (0.9 - 0.2 - 0.4), True, True, True, 1.275841, 0.9841567, 1.028595, 2, (111.9 - 27.0 - 133.8), (0.2 - 0.4 - 0.4), True, False, True, 0.9123685, 0.9841567, 1.028595, 3, (23.7 - 16.8 - 84.9), (0.6 - 0.3 - 0.9), False, False, False, 0.3679897, 0.9841567, 1.028595, 4, (50.9 - 17.2 - 131.9), (0.4 - 0.7 - 0.5), False, True, False, 0.3203483, 0.9841567, 1.028595, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (108.5 - 148.4 - 126.0), (0.9 - 0.5 - 0.5), 1.083642, 1.23116, 13, 1.844376, 3, 1, Right, (7.1 - 109.8 - 128.4), (0.5 - 0.9 - 0.8), 1.083642, 1.23116, 7, 1.362671, 4, 2, Left, (163.7 - 2.0 - 18.1), (0.7 - 0.1 - 1.0), 1.083642, 1.23116, 49, 1.467395, 5, 2, Right, (46.0 - 44.5 - 19.7), (0.3 - 0.8 - 0.8), 1.083642, 1.23116, 8, 1.065952, 6, 3, Left, (87.2 - 147.8 - 135.6), (0.0 - 0.6 - 0.8), 1.083642, 1.23116, 24, 1.149732, 7, 3, Right, (160.8 - 72.5 - 0.3), (0.1 - 0.9 - 0.1), 1.083642, 1.23116, 37, 1.3915, 8, 4, Left, (95.5 - 87.5 - 71.4), (0.4 - 0.6 - 0.7), 1.083642, 1.23116, 23, 1.380271, 9, 4, Right, (95.5 - 87.5 - 71.4), (0.4 - 0.6 - 0.7), 1.083642, 1.23116, 23, 1.380271, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, -, -, -, -, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 24, 6, 10, False, 43, False, False, True, 0, (69.2 - 112.6 - 73.0), (0.5 - 0.7 - 0.5), False, True, False, 1.102317, 0.8940819, 0.8425543, 1, (34.6 - 9.2 - 47.0), (0.8 - 0.4 - 0.4), True, True, False, 0.09952982, 0.8940819, 0.8425543, 2, (123.2 - 71.4 - 1.7), (0.9 - 0.9 - 0.0), False, True, True, 0.9270163, 0.8940819, 0.8425543, 3, (18.8 - 169.7 - 52.0), (0.6 - 0.4 - 0.5), True, True, False, 0.07449515, 0.8940819, 0.8425543, 4, (57.9 - 126.4 - 169.2), (1.0 - 0.8 - 0.1), False, True, True, 0.6553142, 0.8940819, 0.8425543, 5, (99.0 - 170.8 - 9.4), (0.8 - 0.6 - 0.6), False, True, False, 0.2000056, 0.8940819, 0.8425543, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (123.0 - 89.4 - 47.9), (1.0 - 0.6 - 0.8), 1.911625, 1.229899, 42, 1.276498, 3, 1, Right, (157.6 - 100.3 - 99.0), (0.2 - 0.3 - 0.8), 1.911625, 1.229899, 19, 1.79001, 4, 2, Left, (142.5 - 66.1 - 146.4), (0.7 - 0.3 - 0.0), 1.911625, 1.229899, 34, 1.654614, 5, 2, Right, (176.4 - 160.4 - 131.1), (0.3 - 0.9 - 0.9), 1.911625, 1.229899, 5, 1.132281, 6, 3, Left, (155.5 - 92.5 - 142.2), (0.2 - 0.8 - 0.2), 1.911625, 1.229899, 39, 1.954959, 7, 3, Right, (42.6 - 14.6 - 27.6), (0.6 - 0.1 - 0.3), 1.911625, 1.229899, 3, 1.135916, 8, 4, Left, (105.6 - 42.7 - 90.1), (0.8 - 0.2 - 0.9), 1.911625, 1.229899, 35, 1.504817, 9, 4, Right, (153.8 - 13.0 - 66.5), (0.4 - 0.4 - 0.1), 1.911625, 1.229899, 42, 1.930315, 10, 5, Left, (132.1 - 72.4 - 93.8), (0.5 - 0.4 - 0.5), 1.911625, 1.229899, 27, 1.547426, 11, 5, Right, (132.1 - 72.4 - 93.8), (0.5 - 0.4 - 0.5), 1.911625, 1.229899, 27, 1.547426, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, -, -, -, -, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 25, 2, 2, True, 34, True, True, True, 0, (133.1 - 25.0 - 6.3), (0.0 - 0.4 - 0.7), True, True, True, 0.003429831, 1.406975, 1.302143, 1, (110.0 - 103.7 - 154.2), (0.1 - 0.1 - 0.6), True, False, False, 1.349049, 1.406975, 1.302143, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (50.8 - 178.5 - 16.5), (0.2 - 0.2 - 0.6), 1.387367, 1.110842, 17, 1.291712, 3, 1, Right, (146.1 - 99.3 - 40.2), (0.1 - 0.3 - 0.4), 1.387367, 1.110842, 34, 1.087269, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (59.0 - 14.3 - 142.4), (1.0 - 0.4 - 0.4), 1.434342, 1.581952, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 17.14348, Uneven, 26, 6, 4, True, 64, False, False, True, 0, (41.4 - 102.7 - 142.4), (0.4 - 0.5 - 0.3), True, True, True, 1.13481, 0.6055037, 0.5623313, 1, (12.9 - 46.3 - 146.4), (0.8 - 0.4 - 0.4), False, False, False, 0.2628127, 0.6055037, 0.5623313, 2, (134.0 - 42.1 - 9.9), (0.3 - 0.9 - 0.4), False, False, True, 0.7322115, 0.6055037, 0.5623313, 3, (74.1 - 43.0 - 176.0), (0.8 - 0.9 - 0.6), False, True, False, 1.225332, 0.6055037, 0.5623313, 4, (117.9 - 90.1 - 110.3), (0.6 - 0.6 - 0.8), True, False, True, 0.4567239, 0.6055037, 0.5623313, 5, (138.3 - 132.0 - 28.3), (0.8 - 1.0 - 0.6), False, True, True, 0.6686181, 0.6055037, 0.5623313, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, 3, Left, (162.3 - 25.9 - 84.6), (0.0 - 0.4 - 0.7), 1.578405, 0.543604, 12, 1.06035, 7, 3, Right, (120.8 - 123.5 - 17.0), (0.6 - 0.3 - 0.1), 1.578405, 0.543604, 18, 1.039034, 8, 4, Left, (114.2 - 66.8 - 165.1), (0.9 - 0.7 - 0.5), 1.578405, 0.543604, 44, 1.577143, 9, 4, Right, (118.3 - 23.7 - 114.1), (0.3 - 0.8 - 0.8), 1.578405, 0.543604, 49, 1.262925, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (104.0 - 113.5 - 23.6), (0.5 - 0.9 - 0.3), 0.9294125, 3.956391, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 19.48365, Uneven, 27, 9, 12, True, 64, False, True, True, 0, (74.3 - 88.3 - 109.8), (0.2 - 0.2 - 0.1), True, False, False, 1.235038, 0.537119, 0.7846072, 1, (69.5 - 118.1 - 153.6), (0.3 - 0.8 - 0.5), False, True, False, 0.9693297, 0.537119, 0.7846072, 2, (1.1 - 156.1 - 102.6), (0.1 - 0.3 - 0.3), False, True, True, 0.4098207, 0.537119, 0.7846072, 3, (22.1 - 47.3 - 24.1), (0.7 - 0.7 - 0.6), True, False, False, 0.8431182, 0.537119, 0.7846072, 4, (159.1 - 87.4 - 94.8), (0.3 - 0.6 - 0.9), True, False, False, 0.6217337, 0.537119, 0.7846072, 5, (66.6 - 159.5 - 42.8), (0.6 - 0.0 - 0.9), True, True, True, 0.8570067, 0.537119, 0.7846072, 6, (57.2 - 36.3 - 92.4), (1.0 - 0.8 - 0.1), False, True, False, 0.7169125, 0.537119, 0.7846072, 7, (30.8 - 24.2 - 48.0), (0.5 - 0.1 - 0.9), True, False, True, 1.344075, 0.537119, 0.7846072, 8, (89.3 - 0.2 - 133.3), (0.1 - 0.4 - 0.9), False, True, True, 0.5765349, 0.537119, 0.7846072, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (53.9 - 88.7 - 63.8), (0.5 - 0.5 - 0.5), 1.273399, 0.5596192, 27, 1.658385, 3, 1, Right, (53.9 - 88.7 - 63.8), (0.5 - 0.5 - 0.5), 1.273399, 0.5596192, 27, 1.658385, 4, 2, Left, (17.5 - 111.4 - 11.9), (0.1 - 0.9 - 0.8), 1.273399, 0.5596192, 43, 1.882975, 5, 2, Right, (34.4 - 58.6 - 16.4), (0.7 - 0.3 - 0.6), 1.273399, 0.5596192, 4, 1.704439, 6, 3, Left, (53.9 - 88.7 - 63.8), (0.5 - 0.5 - 0.5), 1.273399, 0.5596191, 27, 1.658385, 7, 3, Right, (53.9 - 88.7 - 63.8), (0.5 - 0.5 - 0.5), 1.273399, 0.5596191, 27, 1.658385, 8, 4, Left, (109.9 - 127.8 - 47.0), (0.6 - 0.8 - 0.3), 1.273399, 0.5596192, 11, 1.687361, 9, 4, Right, (10.7 - 83.1 - 89.8), (0.6 - 0.2 - 0.0), 1.273399, 0.5596192, 42, 1.953923, 10, 5, Left, (18.5 - 23.7 - 13.6), (0.2 - 0.6 - 0.7), 1.273399, 0.5596192, 16, 1.579684, 11, 5, Right, (53.6 - 32.8 - 42.7), (0.7 - 0.4 - 0.3), 1.273399, 0.5596192, 6, 1.33135, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, 7, Left, (59.9 - 129.3 - 177.7), (0.2 - 0.4 - 0.6), 1.273399, 0.5596192, 48, 1.551935, 15, 7, Right, (126.3 - 142.6 - 111.5), (0.6 - 0.9 - 0.7), 1.273399, 0.5596192, 48, 1.575411, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (48.6 - 45.1 - 55.5), (0.4 - 0.7 - 0.4), 0.3109397, 1.95628, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 16.94468, Uneven, 28, 2, 0, True, 58, True, True, True, 0, (125.2 - 176.6 - 114.0), (0.7 - 0.8 - 0.3), False, True, True, 1.264204, 0.6763979, 1.118279, 1, (89.4 - 16.2 - 11.9), (0.9 - 0.7 - 0.3), True, True, False, 1.248489, 0.6763979, 1.118279, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (72.5 - 62.1 - 37.4), (0.8 - 0.2 - 0.7), 0.5183926, 3.554105, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 16.87169, Uneven, 29, 7, 0, False, 59, True, False, True, 0, (17.5 - 47.5 - 137.7), (0.2 - 0.5 - 0.3), True, True, False, 0.3498071, 1.340389, 1.493552, 1, (91.0 - 92.3 - 81.2), (0.3 - 0.7 - 0.5), True, False, True, 0.03197372, 1.340389, 1.493552, 2, (68.4 - 169.6 - 81.2), (0.5 - 0.4 - 0.1), True, True, True, 0.5620414, 1.340389, 1.493552, 3, (134.5 - 83.9 - 108.3), (0.9 - 0.7 - 0.1), False, True, False, 0.5497059, 1.340389, 1.493552, 4, (98.1 - 68.5 - 91.4), (1.0 - 0.9 - 0.9), True, False, False, 1.287521, 1.340389, 1.493552, 5, (14.0 - 133.8 - 111.0), (0.6 - 0.9 - 0.0), True, True, True, 1.402185, 1.340389, 1.493552, 6, (141.2 - 91.8 - 27.3), (1.0 - 0.8 - 0.2), False, False, True, 0.8588243, 1.340389, 1.493552, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, -, -, -, -, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 18.7321, Uneven, 30, 1, 0, True, 57, True, False, True, 0, (19.9 - 166.1 - 60.2), (0.3 - 0.9 - 0.8), False, False, False, 0.3718231, 0.8086833, 0.8478173, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (36.1 - 37.1 - 39.1), (0.9 - 0.1 - 0.6), 0.9839421, 3.119512, 
