
ATTEMPT, PopulationSize, RandomInitValues, Sensitivity, MutationCycle, RecombinationRate, RecombinationType, MutationRate, MutationType, SelectionSize, Version, Performance, Terrain, Robot No, NoSections, NoLegs, IsTailEnabled, BodyColour, MaintainSerpentine, MaintainGait, UniformBody, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Section No, AngleConstraint, RotationMultiplier, IsRotating, UseSin, IsDriving, DriveVelocity, Size, Mass, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Leg No, AttachedBody, Position, AngleConstraint, RotationMultiplier, Length, Mass, AngleOffset, GaitMultiplier, Tail No, AngleConstraint, RotationMultiplier, TailMassMultiplier, Length, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 22.02858, Uneven, 11, 7, 0, True, 69, False, True, True, 0, (52.0 - 177.1 - 115.5), (0.5 - 0.1 - 0.9), False, True, True, 0.8044071, 1.476919, 0.5048614, 1, (155.7 - 38.6 - 128.5), (0.5 - 0.2 - 0.0), False, False, True, 0.6875098, 1.476919, 0.5048614, 2, (119.5 - 150.1 - 100.6), (0.8 - 0.6 - 0.6), True, False, False, 0.08775152, 1.476919, 0.5048614, 3, (60.5 - 123.7 - 3.8), (0.0 - 0.1 - 0.6), False, True, False, 0.04707117, 1.476919, 0.5048614, 4, (48.9 - 4.2 - 59.7), (0.2 - 0.4 - 1.0), True, False, True, 0.5112168, 1.476919, 0.5048614, 5, (92.3 - 147.8 - 165.7), (0.4 - 0.6 - 0.3), True, False, False, 0.6988233, 1.476919, 0.5048614, 6, (133.8 - 27.7 - 19.8), (0.7 - 0.7 - 0.1), True, False, False, 1.400262, 1.476919, 0.5048614, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (13.7 - 19.7 - 118.6), (0.9 - 0.8 - 0.7), 1.397971, 2.63688, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 15.32375, Uneven, 12, 2, 0, False, 57, False, False, True, 0, (6.5 - 19.2 - 127.0), (0.5 - 0.2 - 0.9), False, False, True, 0.5866522, 1.403436, 0.8558545, 1, (166.3 - 78.5 - 134.4), (0.7 - 0.8 - 0.7), False, False, False, 0.04378939, 1.403436, 0.8558545, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, -, -, -, -, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 16.39066, Uneven, 13, 2, 2, True, 58, False, False, True, 0, (166.6 - 59.3 - 69.3), (0.4 - 0.1 - 0.2), True, True, False, 1.279208, 0.6723082, 0.923474, 1, (85.2 - 167.1 - 112.1), (0.7 - 0.1 - 1.0), True, False, False, 0.8104417, 0.6723082, 0.923474, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (139.4 - 88.1 - 50.4), (0.7 - 0.9 - 0.8), 1.62016, 0.8254769, 18, 1.342713, 3, 1, Right, (59.9 - 164.8 - 148.9), (0.1 - 0.5 - 0.0), 1.62016, 0.8254769, 26, 1.263254, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (76.3 - 64.0 - 159.9), (0.3 - 0.1 - 0.3), 0.8703423, 2.55111, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 14, 6, 10, True, 51, True, True, True, 0, (43.4 - 7.6 - 68.2), (0.4 - 0.9 - 0.2), False, True, True, 1.280982, 1.087431, 1.424079, 1, (144.2 - 133.2 - 39.5), (1.0 - 0.9 - 0.2), True, True, True, 1.088858, 1.087431, 1.424079, 2, (80.4 - 121.5 - 26.0), (0.2 - 0.6 - 0.9), False, False, False, 0.2249449, 1.087431, 1.424079, 3, (0.8 - 148.4 - 31.6), (0.7 - 0.6 - 0.1), False, False, True, 0.9151646, 1.087431, 1.424079, 4, (168.3 - 81.9 - 45.2), (0.6 - 0.6 - 0.4), False, True, True, 0.3464635, 1.087431, 1.424079, 5, (53.9 - 132.5 - 155.6), (0.5 - 0.4 - 1.0), False, True, True, 0.9731507, 1.087431, 1.424079, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (87.9 - 90.2 - 115.0), (0.0 - 0.6 - 0.1), 1.691113, 0.6578964, 33, 1.936805, 3, 1, Right, (17.1 - 91.6 - 64.0), (0.3 - 0.9 - 1.0), 1.691113, 0.6578964, 30, 1.939026, 4, 2, Left, (141.4 - 94.0 - 63.4), (0.7 - 0.9 - 0.7), 1.691113, 0.6578964, 37, 1.141763, 5, 2, Right, (107.9 - 19.4 - 29.8), (0.9 - 0.0 - 0.9), 1.691113, 0.6578964, 30, 1.893981, 6, 3, Left, (53.7 - 153.4 - 150.6), (1.0 - 0.5 - 0.0), 1.691113, 0.6578964, 21, 1.330379, 7, 3, Right, (152.3 - 55.7 - 102.0), (0.3 - 0.7 - 0.1), 1.691113, 0.6578964, 12, 1.403649, 8, 4, Left, (112.1 - 53.6 - 29.4), (0.5 - 0.8 - 0.0), 1.691113, 0.6578964, 4, 1.95374, 9, 4, Right, (105.5 - 49.9 - 55.9), (0.9 - 0.8 - 0.4), 1.691113, 0.6578964, 16, 1.546438, 10, 5, Left, (97.2 - 76.0 - 76.3), (0.6 - 0.7 - 0.4), 1.691113, 0.6578965, 22, 1.643223, 11, 5, Right, (97.2 - 76.0 - 76.3), (0.6 - 0.7 - 0.4), 1.691113, 0.6578965, 22, 1.643223, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (134.5 - 86.6 - 120.4), (0.1 - 0.6 - 0.9), 0.5067564, 1.264096, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 15, 6, 10, False, 48, True, True, True, 0, (12.3 - 62.9 - 35.2), (0.2 - 0.7 - 0.4), False, False, True, 1.09473, 1.403592, 1.138906, 1, (142.3 - 10.8 - 99.0), (0.0 - 0.4 - 0.9), False, False, True, 0.3774984, 1.403592, 1.138906, 2, (157.7 - 60.6 - 154.4), (0.6 - 0.5 - 1.0), False, True, True, 0.590403, 1.403592, 1.138906, 3, (171.8 - 75.5 - 7.8), (0.9 - 0.8 - 0.9), False, True, False, 0.6987907, 1.403592, 1.138906, 4, (150.5 - 20.7 - 145.9), (0.4 - 0.7 - 0.9), False, True, False, 0.286436, 1.403592, 1.138906, 5, (8.9 - 57.4 - 150.1), (0.4 - 0.6 - 0.9), True, True, False, 0.3075044, 1.403592, 1.138906, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (74.4 - 11.3 - 69.8), (0.6 - 0.4 - 0.6), 1.323235, 0.7266788, 10, 1.572919, 3, 1, Right, (87.9 - 82.1 - 161.5), (0.9 - 0.7 - 0.6), 1.323235, 0.7266788, 30, 1.069518, 4, 2, Left, (79.0 - 91.3 - 72.0), (0.2 - 0.8 - 1.0), 1.323235, 0.7266788, 47, 1.05245, 5, 2, Right, (174.7 - 79.7 - 35.8), (0.9 - 0.6 - 0.2), 1.323235, 0.7266788, 34, 1.523225, 6, 3, Left, (6.8 - 51.3 - 84.6), (0.2 - 0.5 - 0.1), 1.323235, 0.7266788, 43, 1.254898, 7, 3, Right, (1.9 - 28.6 - 133.9), (1.0 - 0.9 - 0.8), 1.323235, 0.7266788, 13, 1.197723, 8, 4, Left, (32.0 - 93.9 - 103.1), (0.6 - 0.5 - 0.5), 1.323235, 0.7266788, 45, 1.783409, 9, 4, Right, (134.0 - 99.9 - 76.5), (0.1 - 1.0 - 0.8), 1.323235, 0.7266788, 31, 1.190597, 10, 5, Left, (73.8 - 67.3 - 92.1), (0.6 - 0.7 - 0.6), 1.323235, 0.7266788, 31, 1.330592, 11, 5, Right, (73.8 - 67.3 - 92.1), (0.6 - 0.7 - 0.6), 1.323235, 0.7266788, 31, 1.330592, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, -, -, -, -, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 21.5939, Uneven, 16, 8, 6, True, 54, True, False, True, 0, (78.3 - 80.4 - 136.9), (0.2 - 0.3 - 0.4), True, True, True, 1.371327, 0.9836014, 0.5163152, 1, (132.8 - 161.0 - 93.3), (0.7 - 0.5 - 0.7), True, False, False, 0.6055465, 0.9836014, 0.5163152, 2, (163.9 - 82.3 - 126.9), (0.2 - 0.3 - 0.0), False, True, False, 0.7640789, 0.9836014, 0.5163152, 3, (116.7 - 38.2 - 90.5), (0.2 - 0.9 - 0.7), False, True, True, 0.8404453, 0.9836014, 0.5163152, 4, (122.8 - 94.9 - 120.0), (0.8 - 0.4 - 0.4), True, True, False, 0.6966184, 0.9836014, 0.5163152, 5, (110.3 - 176.9 - 65.7), (0.4 - 0.5 - 0.0), False, True, True, 0.2918704, 0.9836014, 0.5163152, 6, (156.2 - 157.0 - 38.7), (0.8 - 0.0 - 0.9), False, True, True, 1.413432, 0.9836014, 0.5163152, 7, (36.0 - 84.1 - 17.5), (0.4 - 0.1 - 0.0), True, False, True, 0.2509797, 0.9836014, 0.5163152, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (75.0 - 76.0 - 123.0), (0.2 - 1.0 - 0.6), 1.591788, 0.5331938, 29, 1.883568, 3, 1, Right, (144.1 - 27.4 - 66.5), (0.2 - 0.1 - 0.8), 1.591788, 0.5331938, 43, 1.746135, 4, 2, Left, (30.2 - 151.5 - 95.2), (0.1 - 0.5 - 0.4), 1.591788, 0.5331938, 30, 1.328554, 5, 2, Right, (63.6 - 105.8 - 50.0), (0.6 - 0.7 - 0.6), 1.591788, 0.5331938, 36, 1.307102, 6, 3, Left, (78.2 - 90.2 - 83.7), (0.3 - 0.6 - 0.6), 1.591788, 0.5331938, 34, 1.56634, 7, 3, Right, (78.2 - 90.2 - 83.7), (0.3 - 0.6 - 0.6), 1.591788, 0.5331938, 34, 1.56634, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (11.0 - 28.7 - 44.1), (0.1 - 0.4 - 1.0), 0.5693698, 2.599484, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 9.653754, Uneven, 17, 3, 4, False, 67, False, False, True, 0, (177.8 - 55.8 - 50.7), (0.9 - 0.5 - 0.6), True, True, False, 0.774339, 1.049321, 0.9518371, 1, (90.6 - 113.7 - 117.6), (0.9 - 0.0 - 0.6), False, False, True, 0.7932346, 1.049321, 0.9518371, 2, (97.2 - 168.4 - 45.0), (0.4 - 0.1 - 0.7), True, True, False, 1.086262, 1.049321, 0.9518371, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (135.2 - 132.1 - 161.1), (0.6 - 0.3 - 0.4), 1.108083, 0.911151, 29, 1.3135, 3, 1, Right, (15.1 - 2.8 - 159.4), (0.4 - 0.9 - 0.5), 1.108083, 0.911151, 24, 1.832175, 4, 2, Left, (79.5 - 157.9 - 43.2), (0.8 - 0.5 - 0.7), 1.108083, 0.911151, 15, 1.194252, 5, 2, Right, (142.0 - 135.5 - 40.2), (0.1 - 0.7 - 0.5), 1.108083, 0.911151, 34, 1.706517, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, -, -, -, -, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 0, Uneven, 18, 2, 2, True, 65, False, True, True, 0, (22.6 - 98.7 - 120.3), (0.5 - 1.0 - 0.8), False, False, False, 0.5835061, 1.335701, 0.9158656, 1, (77.4 - 32.5 - 91.7), (0.7 - 0.5 - 1.0), True, True, False, 0.9221246, 1.335701, 0.9158656, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (112.1 - 141.1 - 14.7), (0.6 - 0.5 - 0.6), 1.836302, 1.425582, 2, 1.101631, 3, 1, Right, (127.2 - 104.6 - 28.3), (0.2 - 0.5 - 0.1), 1.836302, 1.425582, 14, 1.63447, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (43.3 - 146.5 - 129.7), (0.8 - 0.4 - 0.5), 1.308853, 2.449582, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 33.83782, Uneven, 19, 9, 6, True, 59, False, True, True, 0, (160.8 - 11.4 - 58.6), (0.7 - 0.9 - 0.8), True, True, True, 1.060885, 1.311952, 0.9676937, 1, (99.9 - 173.0 - 46.4), (0.1 - 0.1 - 0.7), True, False, False, 0.5680416, 1.311952, 0.9676937, 2, (46.4 - 176.9 - 37.8), (0.8 - 0.0 - 0.7), False, True, False, 0.4154796, 1.311952, 0.9676937, 3, (96.1 - 30.3 - 31.5), (0.8 - 0.7 - 0.7), True, False, True, 0.412769, 1.311952, 0.9676937, 4, (132.5 - 45.6 - 105.1), (0.2 - 0.7 - 0.8), False, False, False, 0.7847059, 1.311952, 0.9676937, 5, (100.0 - 98.7 - 134.3), (0.3 - 0.8 - 0.3), True, True, True, 0.2096011, 1.311952, 0.9676937, 6, (20.6 - 51.7 - 38.5), (0.6 - 0.7 - 0.0), False, True, True, 1.223822, 1.311952, 0.9676937, 7, (70.9 - 73.4 - 79.0), (0.1 - 0.3 - 0.1), True, True, True, 1.056798, 1.311952, 0.9676937, 8, (147.2 - 43.2 - 73.4), (0.6 - 0.6 - 0.0), False, False, False, 1.092232, 1.311952, 0.9676937, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, -, -, -, -, -, -, -, -, 3, -, -, -, -, -, -, -, -, 4, -, -, -, -, -, -, -, -, 5, -, -, -, -, -, -, -, -, 6, 3, Left, (91.6 - 171.3 - 51.0), (0.0 - 0.0 - 0.1), 1.317943, 0.9448609, 4, 1.541545, 7, 3, Right, (20.9 - 136.0 - 7.4), (0.1 - 0.5 - 0.7), 1.317943, 0.9448609, 26, 1.007151, 8, 4, Left, (115.8 - 126.4 - 24.3), (0.2 - 0.5 - 0.5), 1.317943, 0.9448609, 19, 1.408928, 9, 4, Right, (115.8 - 126.4 - 24.3), (0.2 - 0.5 - 0.5), 1.317943, 0.9448608, 19, 1.408928, 10, -, -, -, -, -, -, -, -, 11, -, -, -, -, -, -, -, -, 12, 6, Left, (174.8 - 68.3 - 19.3), (0.4 - 0.8 - 0.8), 1.317943, 0.9448609, 3, 1.732278, 13, 6, Right, (176.0 - 130.0 - 19.3), (0.1 - 0.5 - 0.3), 1.317943, 0.9448609, 46, 1.354739, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (167.2 - 172.7 - 122.3), (0.4 - 0.2 - 0.7), 1.450196, 1.661171, 
1, 50, True, 20, 2, 0.77, Performance, 0.31, Both, 9, 0, 20.93728, Uneven, 20, 6, 10, True, 35, False, True, True, 0, (130.8 - 144.9 - 88.7), (0.6 - 0.3 - 0.5), True, True, True, 0.9723135, 0.8439716, 1.305701, 1, (2.0 - 162.8 - 51.6), (0.3 - 0.4 - 0.3), False, True, False, 0.2254594, 0.8439716, 1.305701, 2, (78.7 - 134.4 - 1.3), (0.6 - 0.6 - 0.8), True, False, True, 0.2075379, 0.8439716, 1.305701, 3, (156.2 - 142.2 - 6.7), (0.3 - 0.6 - 0.8), False, False, False, 0.6033596, 0.8439716, 1.305701, 4, (169.4 - 159.0 - 42.1), (0.2 - 0.7 - 0.5), True, False, False, 0.4445644, 0.8439716, 1.305701, 5, (142.6 - 142.8 - 12.9), (0.2 - 0.1 - 0.0), False, True, True, 0.5512623, 0.8439716, 1.305701, 6, -, -, -, -, -, -, -, -, 7, -, -, -, -, -, -, -, -, 8, -, -, -, -, -, -, -, -, 9, -, -, -, -, -, -, -, -, 0, -, -, -, -, -, -, -, -, 1, -, -, -, -, -, -, -, -, 2, 1, Left, (65.9 - 142.2 - 115.6), (0.0 - 0.5 - 0.5), 1.077947, 1.307335, 21, 1.655502, 3, 1, Right, (34.9 - 104.4 - 6.0), (0.9 - 0.8 - 0.2), 1.077947, 1.307335, 38, 1.404387, 4, 2, Left, (38.5 - 0.0 - 61.5), (0.8 - 0.1 - 0.8), 1.077947, 1.307335, 30, 1.308915, 5, 2, Right, (10.1 - 99.6 - 98.0), (0.7 - 0.0 - 0.3), 1.077947, 1.307335, 14, 1.507354, 6, 3, Left, (98.4 - 9.8 - 6.3), (0.4 - 0.9 - 0.1), 1.077947, 1.307335, 15, 1.75295, 7, 3, Right, (163.9 - 54.6 - 179.3), (0.1 - 0.2 - 0.4), 1.077947, 1.307335, 11, 1.15593, 8, 4, Left, (167.6 - 35.8 - 118.1), (0.7 - 0.7 - 0.9), 1.077947, 1.307335, 29, 1.055618, 9, 4, Right, (172.7 - 150.9 - 29.2), (0.4 - 0.4 - 0.1), 1.077947, 1.307335, 48, 1.894589, 10, 5, Left, (94.0 - 74.7 - 76.8), (0.5 - 0.5 - 0.4), 1.077947, 1.307335, 25, 1.466906, 11, 5, Right, (94.0 - 74.7 - 76.8), (0.5 - 0.5 - 0.4), 1.077947, 1.307335, 25, 1.466906, 12, -, -, -, -, -, -, -, -, 13, -, -, -, -, -, -, -, -, 14, -, -, -, -, -, -, -, -, 15, -, -, -, -, -, -, -, -, 16, -, -, -, -, -, -, -, -, 17, -, -, -, -, -, -, -, -, 18, -, -, -, -, -, -, -, -, 19, -, -, -, -, -, -, -, -, 0, (127.6 - 21.6 - 57.5), (0.6 - 0.0 - 0.7), 0.608052, 3.221518, 
