ATTEMPT NO 2,
309.0845, 72.64114
309.5907, 73.07117
310.0936, 73.52841
310.596, 73.31861
311.0963, 71.55951
311.5964, 71.69711
312.1044, 71.46458
312.601, 73.80595
313.1019, 73.94646
313.6038, 76.96439
314.1062, 74.71349
314.6071, 72.6296
315.1155, 72.48893
315.6121, 72.88027
316.1124, 77.33198
316.6138, 77.7962
317.1154, 77.56995
317.6174, 75.84463
318.1194, 73.72085
318.6228, 76.09833
319.1239, 71.88165
319.6259, 74.18348
320.1271, 74.23895
320.6273, 75.97531
321.1317, 76.02453
321.6333, 76.15434
322.1372, 78.49305
322.639, 78.24868
323.1412, 80.83654
323.6439, 78.34058
324.1441, 74.50005
324.6465, 74.90524
325.1534, 74.74265
325.6567, 74.53125
326.1603, 70.68494
326.6634, 73.35407
327.1661, 70.74825
327.6729, 72.45879
328.1807, 70.42717
328.6818, 75.08888
329.183, 77.79488
329.683, 80.13053
330.1832, 80.19258
330.6851, 80.31493
331.1869, 76.5574
331.693, 74.79475
332.1933, 74.95175
332.6931, 79.11345
333.1933, 81.03577
333.6944, 81.14411
334.1972, 80.93453
334.6972, 78.92163
335.1981, 74.65989
335.7007, 72.12923
336.2007, 74.58064
336.7026, 72.99951
337.2037, 77.81855
337.7043, 75.76767
338.206, 78.56834
338.7077, 76.48678
339.2115, 78.89704
339.7129, 81.05059
340.2169, 81.11108
340.7172, 81.57994
341.218, 81.72807
341.7194, 81.43612
342.2195, 79.02332
342.7218, 81.29306
343.2251, 81.75836
343.7253, 83.70763
344.2269, 83.77218
344.7315, 80.94273
345.2331, 79.40352
345.7348, 77.1477
346.2455, 78.06954
346.74, 77.82832
347.2444, 77.50539
347.7455, 75.07514
348.2462, 79.54887
348.753, 82.20355
349.2545, 82.05902
349.7545, 84.87199
350.2562, 84.42992
350.7588, 84.47111
351.2623, 84.5426
351.7632, 84.61778
352.2643, 85.45878
352.7654, 83.35641
353.2654, 85.6975
353.7654, 85.85389
354.2726, 85.54784
354.7739, 85.71425
355.2769, 83.34659
355.7826, 85.26216
356.2963, 83.53111
356.7961, 85.48875
357.2999, 81.36633
357.8011, 81.04036
358.3054, 79.245
358.8116, 75.23521
359.3153, 75.25138
359.8155, 77.2308
360.316, 79.58297
360.8167, 82.14374
361.3175, 80.35142
361.819, 80.4798
362.3223, 82.69609
362.825, 82.4922
363.3256, 84.3972
363.8277, 84.52514
364.3335, 87.07053
364.8362, 87.47364
365.339, 87.25593
365.8398, 87.69299
366.3426, 85.57883
366.843, 85.57053
367.346, 79.01997
367.8535, 78.60337
368.356, 81.20731
368.8563, 83.07534
369.359, 85.40942
369.8601, 84.98026
370.3622, 89.53379
370.8653, 87.44286
371.3719, 87.95346
371.8764, 88.48277
372.3761, 90.11082
372.8786, 87.93544
373.38, 85.9465
373.8801, 86.69362
374.3819, 86.79189
374.8938, 89.07677
375.3943, 88.51669
375.8982, 88.59489
376.399, 86.08539
376.9011, 86.23338
377.4016, 88.45426
377.9034, 89.95972
378.4045, 85.35178
378.9056, 83.19224
379.4059, 83.61
379.906, 84.07825
380.4075, 88.53178
380.9173, 86.35535
381.4166, 84.97103
381.9171, 85.36241
382.4202, 88.01495
382.9217, 85.83932
383.423, 85.73644
383.9241, 85.8591
384.4264, 86.11115
384.9274, 86.27194
385.4326, 88.24043
385.9333, 90.94435
386.4355, 91.41145
386.9364, 91.58109
387.4393, 86.97151
387.9421, 84.91314
388.4442, 83.07239
388.9452, 88.01521
389.4469, 88.1991
389.9472, 88.15932
390.4528, 83.53632
390.956, 85.44817
391.4564, 87.3806
391.9573, 87.53637
392.4597, 87.3428
392.9627, 87.07968
393.4643, 89.2592
393.9644, 82.41243
394.4647, 85.13561
394.9667, 84.91145
395.4753, 90.16486
395.9774, 88.76499
396.4821, 87.04076
396.9834, 89.44513
397.4838, 91.43265
397.997, 93.78539
398.4962, 93.48026
398.9978, 91.41966
399.4999, 86.82848
400.0018, 89.14385
400.5024, 89.21771
401.0042, 93.37383
401.514, 92.80637
402.0156, 93.66475
402.5172, 91.82758
403.0204, 90.15475
403.5216, 87.62107
404.0269, 90.07574
404.5241, 92.01196
405.0264, 96.5649
405.5321, 94.12435
406.0353, 94.57703
406.5388, 95.10621
407.0421, 97.45084
407.5453, 97.5771
408.0522, 95.37792
408.555, 95.51366
409.0551, 91.1768
409.5574, 93.46902
410.0583, 89.33688
410.5614, 94.2099
411.0644, 92.08311
411.5663, 94.39548
412.0732, 94.49586
412.5766, 94.70424
413.0771, 97.02081
413.5771, 94.73694
414.0784, 97.02904
414.5798, 91.92754
415.0847, 91.0208
415.5848, 91.06624
416.0873, 93.65055
416.5951, 94.47317
417.0982, 94.90685
417.6013, 92.84324
418.1025, 92.92269
418.6041, 92.60657
419.1048, 94.47092
419.6065, 93.8717
420.113, 87.34017
420.6156, 87.78894
437.785, 83.72063
438.233, 88.59381
438.7432, 90.51045
439.248, 92.78562
439.7513, 94.55931
444.8902, 92.75954
453.5399, 88.01934
454.0407, 88.12291
454.5415, 90.21314
455.045, 92.54591
455.5468, 92.21964
456.0495, 92.68008
ATTEMPT NO 8
Time, Mean Performance
41.9062, 57.73982
42.40645, 59.31415
42.9113, 61.37612
43.41304, 61.77783
43.91699, 62.10521
44.42033, 61.81944
44.92223, 61.89538
45.42325, 61.98282
45.92698, 62.62643
46.43187, 62.64561
46.93306, 62.97695
47.4368, 62.01652
47.94026, 61.98028
48.44256, 61.99104
267.7102, 62.67746
268.2118, 62.36298
268.7173, 62.36313
269.2243, 62.45042
269.7225, 60.49994
270.2227, 58.28385
270.7238, 58.28957
271.2256, 58.41445
271.7288, 58.41823
272.2322, 58.4966
272.7418, 60.69682
273.244, 60.75023
273.7451, 58.93224
274.2454, 56.70563
274.7455, 56.71926
332.3451, 54.52973
332.7935, 52.17104
333.2922, 49.8969
333.7946, 49.85885
334.2961, 49.86084
367.4257, 49.87349
367.8828, 53.50961
368.3845, 53.27058
393.4462, 52.79232
393.8824, 51.23776
394.3831, 51.46597
394.8849, 56.27525
395.3883, 58.20547
395.8909, 60.32461
396.3962, 60.63173
396.8979, 60.52843
397.4033, 59.84007
397.9036, 59.54964
398.4292, 59.19382
398.9302, 56.35512
399.4357, 58.77971
399.9385, 58.79622
400.4396, 61.23523
400.9411, 60.6327
401.4415, 60.62806
401.9434, 60.93319
402.4458, 60.59519
402.9499, 60.58527
403.4518, 60.92273
403.952, 61.51837
404.4571, 61.60317
404.9575, 59.75143
405.4583, 59.66943
405.9603, 58.06557
406.4605, 58.08612
406.9625, 55.91813
407.4647, 58.13301
407.9652, 57.79849
408.4678, 60.04407
408.9692, 56.05337
409.4863, 54.22003
409.9858, 54.23672
431.4059, 56.38755
485.3438, 54.23445
488.8427, 49.93242
490.216, 47.75207
494.299, 47.79672
497.2318, 51.62304
501.6277, 51.0401
505.0217, 52.50011
506.9924, 50.60098
560.621, 44.69555
561.1244, 46.95795
561.631, 53.13993
562.1384, 55.35291
562.6395, 60.06895
563.1398, 60.01687
563.6434, 60.2111
564.1445, 61.99943
564.6445, 61.63797
565.1517, 61.11757
565.6575, 61.44052
566.1586, 61.81
ATTEMPT NO 9
Time, Mean Performance
60.7359, 91.95686
61.23802, 93.84055
61.74346, 92.88345
62.24415, 91.97037
62.74973, 91.66684
63.25314, 95.44566
63.75344, 97.46706
64.25618, 97.6573
64.75636, 94.5134
65.25874, 93.20925
65.76112, 89.87869
66.26373, 90.98046
66.77162, 93.64492
67.27832, 93.53635
67.77682, 92.45226
68.28124, 92.45007
68.78275, 90.36569
69.28299, 88.85052
69.78961, 87.3009
70.29191, 89.5142
70.79265, 91.52792
71.29789, 94.12109
71.80331, 91.48843
72.30971, 89.04759
72.81082, 84.8376
73.31108, 87.50581
73.81477, 86.01842
74.32069, 88.15952
74.83648, 86.89011
75.33851, 87.10294
75.84028, 80.60008
76.34103, 81.20573
76.84177, 82.49109
77.34904, 88.01491
77.8541, 90.78221
78.35795, 89.39545
78.85929, 92.64082
79.36432, 92.5247
79.87551, 90.89879
80.37463, 85.75904
80.87532, 86.98961
81.37689, 88.08786
81.89349, 91.61885
82.3959, 90.4678
82.89937, 87.5761
83.58425, 87.73175
84.04221, 88.47163
84.54227, 93.36996
85.04311, 95.76388
85.55124, 97.52611
86.05511, 95.21087
86.55621, 94.13104
87.05888, 93.02326
87.55962, 93.19592
88.06339, 93.12108
88.57178, 92.17534
89.0751, 92.19724
89.57691, 93.13364
90.07954, 93.22809
90.58443, 87.75127
91.09225, 90.2003
91.59614, 89.34761
92.09644, 91.56379
92.59875, 91.13445
93.12342, 92.03143
93.61896, 87.98289
94.14614, 85.67528
94.65495, 86.75637
95.13702, 90.94711
95.63687, 91.22838
96.16027, 85.06772
96.66105, 79.65157
97.17083, 81.56178
97.67791, 86.12536
98.32178, 90.43872
98.78004, 92.64831
99.28222, 90.30772
99.79172, 91.37514
100.297, 90.92687
100.7942, 90.85631
101.2957, 89.94736
ATTEMPT NO 10
Time, Mean Performance
61.29941, 90.5297
61.79956, 89.87746
62.30652, 90.99694
62.81696, 92.5305
63.31886, 94.56571
63.82499, 93.17959
64.32657, 91.686
64.84118, 91.80142
65.34034, 91.41726
65.84175, 90.6573
66.34241, 89.6424
66.84282, 88.71584
67.34687, 89.86426
67.85395, 92.23562
68.35654, 92.29771
68.86019, 91.15725
69.36183, 88.52905
69.86196, 85.83813
70.3656, 86.99336
70.86711, 86.93721
71.37411, 90.73246
71.87842, 89.11828
72.38619, 88.04905
72.89481, 87.60811
73.39662, 89.15073
73.90298, 88.04402
74.40319, 85.88143
74.9072, 80.5988
75.41534, 80.00195
75.91765, 81.46779
76.41965, 83.38931
76.92867, 83.85236
77.42733, 84.34296
77.93665, 86.93075
78.43839, 88.55222
78.94189, 87.90385
79.44254, 85.61985
79.95176, 83.05138
80.44818, 81.16976
80.9565, 81.32855
81.45882, 86.60644
81.96182, 91.70251
82.4622, 91.74059
82.96293, 91.78062
83.46763, 91.97297
83.96531, 90.23975
84.46815, 88.73998
84.97758, 88.58757
85.47866, 91.79488
85.97969, 90.8933
86.48116, 86.87552
86.98141, 87.78332
87.49047, 87.54098
87.99488, 88.48348
88.49734, 92.40331
89.00105, 92.594
89.50319, 92.72765
90.00385, 91.74232
90.50999, 90.83401
91.00579, 91.95786
91.50674, 91.3975
92.01538, 92.48598
92.51739, 91.38901
93.01884, 91.39523
93.52531, 92.07397
94.02569, 90.95088
94.52599, 92.07182
95.02776, 87.69482
95.53491, 82.42893
96.03938, 82.38168
96.54375, 84.40736
97.04622, 87.61897
97.55904, 89.37785
98.05827, 85.43133
98.55955, 88.20702
99.06152, 82.81945
99.56308, 86.97953
100.0665, 87.93527
100.568, 83.2785
101.0745, 82.25582
101.5761, 79.66696
102.0805, 88.67966
102.5813, 90.55344
103.0818, 89.53208
103.5861, 91.83589
104.0868, 92.98874
104.5953, 93.08067
105.0985, 93.88564
105.5988, 93.46511
106.0991, 92.67207
106.6, 94.27649
107.1107, 93.21381
107.6084, 91.92072
108.1144, 88.68035
108.6151, 88.70161
109.1186, 88.72481
109.6219, 91.28949
110.1245, 91.26818
110.6252, 91.49924
111.1274, 89.55897
111.636, 90.68289
112.1388, 91.36144
112.6416, 94.20527
113.1547, 94.69106
113.6553, 92.51818
114.1577, 91.41185
114.6622, 91.41053
115.1641, 95.14472
115.6651, 92.874
116.1658, 88.58437
116.6746, 86.81128
117.1769, 87.8093
117.6795, 86.88442
118.1811, 85.32423
118.6854, 82.08249
119.1877, 83.38251
119.6941, 85.6231
120.1954, 90.0039
120.7023, 88.90849
121.2005, 89.36294
121.7022, 85.95114
122.208, 85.74089
122.7281, 84.44387
123.2262, 89.45179
123.7435, 87.24036
124.2434, 90.4847
124.7422, 89.17242
125.2456, 90.27874
125.7485, 88.81786
126.2487, 90.20939
126.7536, 92.71917
127.2542, 95.27455
127.7549, 96.80653
128.258, 94.49702
128.7605, 94.41904
129.3099, 92.0536
129.8727, 93.14383
130.44, 92.29967
130.9898, 92.6921
131.4992, 91.79248
131.9869, 93.62834
132.4939, 92.03062
133.0084, 89.3675
133.5059, 92.03968
134.0087, 92.45839
134.5197, 91.38851
135.0216, 90.29698
135.5267, 89.3055
136.0351, 93.07467
136.5368, 89.73566
137.0403, 90.8512
137.5372, 90.39407
138.0387, 92.52716
138.5397, 89.53778
139.0417, 86.40801
139.5499, 85.22894
140.045, 86.96841
140.5553, 88.47678
141.0581, 86.90646
141.5584, 83.00365
142.0838, 81.75552
142.5816, 83.7879
143.0827, 83.19572
143.5838, 85.77851
144.087, 89.48451
144.5948, 92.37814
145.0966, 92.81974
145.5969, 90.53212
146.0976, 91.03156
146.5994, 88.34808
147.1012, 89.60653
147.6139, 90.27917
148.1146, 89.54115
148.6165, 89.18369
149.1284, 90.38535
149.6265, 91.74277
150.1384, 90.65306
150.6384, 90.02676
151.1507, 87.70564
151.6473, 88.67336
152.1544, 86.55596
152.6583, 88.45628
153.1592, 88.30866
153.6604, 88.95988
154.1623, 90.12231
154.6655, 92.55886
155.1667, 92.54555
155.6684, 91.44719
156.1789, 90.37459
156.6798, 91.96513
157.1818, 92.0484
157.6829, 93.15737
158.1885, 93.1659
158.7021, 92.65685
159.1982, 92.04414
159.6982, 89.49735
160.2003, 85.49501
160.7014, 87.06253
161.2044, 87.25959
161.7063, 88.72619
162.2084, 87.77055
162.7153, 85.13385
163.2176, 89.02504
163.7208, 90.81602
164.2219, 90.4113
164.7233, 90.73472
165.2284, 89.38056
165.7339, 94.08947
166.2353, 90.34492
166.7363, 90.19843
167.2412, 88.65861
167.7441, 88.51242
168.2443, 90.74214
168.7466, 88.93986
169.2485, 88.70273
169.7549, 89.33424
170.2586, 90.76228
170.764, 88.19263
171.2617, 84.91756
171.7643, 81.80822
172.2744, 86.04546
172.7761, 89.33524
173.2802, 90.06282
173.7804, 90.99509
174.2808, 92.26455
174.7833, 92.26707
175.2842, 92.84296
175.7852, 91.70515
176.2882, 89.50814
176.7934, 87.46639
177.2948, 92.17071
177.7953, 92.19412
178.3033, 92.21043
178.8057, 92.23136
179.3084, 92.76781
179.8085, 91.15643
180.3147, 91.16512
180.8172, 85.69855
181.3182, 85.69564
181.8183, 86.80093
182.3192, 86.84179
182.8369, 87.09925
183.3368, 87.04295
183.8421, 86.03956
184.3428, 87.75908
184.8453, 86.64341
185.3611, 89.30879
185.8618, 88.08505
186.3636, 89.86502
186.8606, 89.75401
187.3633, 90.94296
187.8666, 89.42946
188.3681, 89.56811
188.8754, 90.51475
189.3757, 90.52726
189.8781, 89.04376
190.3782, 87.96263
190.8863, 88.94197
191.3937, 89.1961
191.8963, 86.7461
192.4016, 83.75714
192.8974, 83.83446
193.3998, 85.38096
193.9082, 88.46153
194.4035, 85.78722
194.9041, 86.2681
195.4045, 85.47135
195.9079, 90.91312
196.4169, 86.83945
196.9146, 90.11694
197.4157, 88.09486
197.9179, 90.0976
198.4201, 88.45927
198.9206, 88.47921
199.4232, 90.71153
199.9236, 91.9777
200.4252, 89.37264
200.9277, 90.94461
201.4346, 90.29261
201.937, 88.12386
202.4407, 84.82857
202.944, 86.89181
203.4457, 89.85081
203.9485, 88.71647
204.4652, 88.66405
204.9566, 87.55019
205.4589, 89.62261
205.9619, 90.07158
206.4713, 91.37272
206.966, 91.04544
207.4674, 90.97359
207.9774, 92.08633
208.478, 89.84985
208.9844, 88.42128
209.4936, 90.90545
209.994, 91.9936
210.4944, 95.793
210.9957, 94.66873
211.4996, 97.17132
212.0021, 94.06018
212.5044, 90.31247
213.0079, 88.30024
213.5141, 86.8744
214.0162, 85.40659
214.5235, 87.27988
215.0236, 86.92674
215.5273, 88.35548
216.034, 89.2393
216.5358, 90.58862
217.0365, 91.95509
217.5371, 90.12988
218.038, 90.82739
218.5548, 90.18997
219.0616, 89.33091
219.5643, 90.35407
220.1158, 91.15525
220.6083, 90.89601
221.1151, 89.34425
221.6191, 89.3549
222.1237, 88.71753
222.6249, 90.18071
223.1275, 87.87463
223.6351, 86.36964
224.1459, 89.92529
224.6412, 88.2782
225.1437, 89.23047
225.6455, 84.07217
226.1461, 83.5573
226.6535, 81.73562
227.1535, 84.43511
227.6565, 89.51653
228.1585, 89.66242
228.6599, 93.19904
229.1635, 91.01571
229.6656, 91.18951
230.1671, 87.71159
230.6679, 88.22696
231.1682, 86.71345
231.6752, 90.66006
232.1763, 92.71227
232.6829, 92.67737
233.1853, 91.8567
233.6992, 88.76157
234.1987, 86.0752
234.6996, 82.8954
235.2006, 82.18787
235.7007, 83.5411
236.2056, 84.51506
236.7068, 85.6109
237.2145, 90.56065
237.7188, 92.10876
238.2184, 90.44952
238.7195, 89.27654
239.2227, 88.17083
239.735, 84.73071
240.238, 85.99874
240.7422, 87.46017
241.2513, 92.36694
241.7457, 89.8334
242.2486, 90.38215
242.7564, 89.29696
243.2558, 85.52361
243.7575, 84.47351
244.259, 85.89512
244.7602, 92.38652
245.2617, 92.46121
245.7636, 90.73339
246.2662, 87.46635
246.7672, 86.4248
247.2758, 86.91064
247.7785, 85.04664
248.2868, 84.72859
248.7819, 86.12683
249.2847, 91.21558
249.7852, 91.47501
250.2866, 89.39615
250.7879, 87.8055
251.2881, 87.4278
251.7946, 88.40539
252.298, 89.00497
252.7993, 92.24933
253.2994, 92.16066
253.805, 91.59885
254.3066, 91.72872
254.8076, 90.48132
255.3144, 92.20773
255.8175, 90.6429
256.3195, 87.11224
256.8215, 85.72729
257.3278, 84.24169
257.8246, 89.28043
258.327, 91.77199
258.8282, 93.80703
259.3284, 93.45016
259.8376, 91.03398
260.3395, 84.7403
260.8415, 84.99096
261.346, 84.88084
261.8545, 91.50217
262.358, 92.94547
262.8647, 94.63683
263.3652, 93.13306
263.8669, 85.59277
264.3739, 84.4712
264.8841, 86.052
265.3808, 88.73106
265.8817, 90.9428
266.3819, 91.07351
266.8842, 91.15588
267.3869, 88.47765
267.8874, 85.97466
268.3948, 89.80294
268.898, 89.71922
269.3995, 90.87622
269.9015, 86.13027
270.4083, 88.85188
270.9161, 87.71351
271.4203, 86.4835
271.9219, 86.66591
272.4229, 82.72334
272.9242, 85.09819
273.4255, 86.31496
273.9279, 88.25497
274.4355, 87.9892
274.9376, 87.44809
275.4396, 87.0192
275.9434, 83.80882
276.4448, 84.23787
276.9469, 86.16149
277.4536, 87.6287
277.9552, 86.48498
278.4565, 86.60889
278.959, 88.84917
279.4611, 92.58786
279.9676, 92.49016
280.4781, 91.47633
280.9799, 88.95761
281.4817, 86.05591
281.9876, 88.51842
282.4966, 89.58756
282.9971, 89.60126
283.5, 89.75507
284.0034, 89.78754
284.5052, 89.81749
285.0078, 87.62852
285.5152, 86.92032
286.016, 87.37845
286.5195, 90.67905
287.0261, 93.37395
287.5424, 92.71995
288.0482, 85.2187
288.5548, 84.18616
289.0559, 87.20042
289.5593, 91.84874
290.0626, 93.75806
290.5646, 93.34339
291.0663, 91.98997
291.5684, 92.46909
292.0734, 93.38948
292.5745, 92.31085
293.0768, 87.83643
293.5916, 86.90176
294.0883, 88.32796
294.5936, 90.58038
295.0947, 93.68992
295.5975, 92.88148
296.0993, 90.32767
296.6005, 89.42147
297.1049, 90.40432
297.6049, 86.5592
298.1051, 83.89575
298.6076, 83.25837
299.1156, 84.5
299.6195, 85.49265
300.1199, 83.97067
300.62, 85.33932
301.1225, 86.11629
301.6245, 87.44704
302.1338, 89.18542
302.6364, 87.28474
303.1407, 87.98848
303.6584, 85.3412
304.1636, 87.15845
304.6637, 85.63053
305.1648, 86.73464
305.6652, 87.6268
306.1667, 89.86114
306.6683, 88.68878
307.1751, 89.18079
307.683, 90.31741
308.1835, 90.16643
308.6846, 86.55737
309.1858, 85.24265
309.6867, 82.31876
310.188, 86.42584
310.6939, 90.93938
311.197, 93.23082
311.7018, 91.24207
312.2046, 91.29346
312.7069, 92.27183
313.214, 95.30302
313.7168, 94.21565
314.2196, 89.80322
314.7207, 87.19262
315.2214, 86.72184
315.7246, 86.52726
316.2273, 86.51658
316.7285, 88.69044
317.2343, 90.00935
317.7378, 90.20483
318.2434, 85.29813
318.7448, 84.80626
319.2484, 85.22873
319.7543, 90.84868
320.2574, 88.85239
320.7576, 89.58225
321.2585, 89.16914
321.7611, 87.37566
322.2648, 85.22584
322.7658, 85.89573
323.2664, 88.84088
323.7757, 93.02645
324.2768, 89.47182
324.7886, 86.67694
325.2851, 83.46796
325.7866, 86.6002
326.2965, 91.59431
326.7978, 93.41518
327.3004, 92.8807
327.8025, 90.7728
328.3055, 89.60261
328.8082, 90.67031
329.3145, 90.33951
329.8147, 87.43005
330.3175, 86.38078
330.8239, 87.45763
331.3267, 91.53065
331.835, 91.59933
332.3355, 92.83915
332.8362, 90.64706
333.3367, 90.50124
333.8397, 89.44604
334.34, 90.35818
334.8493, 90.38244
335.3435, 91.20985
335.8452, 90.23248
336.3478, 88.0742
336.8546, 89.30702
337.3564, 87.68812
337.8605, 88.87623
338.3637, 88.66454
338.8676, 84.45007
339.368, 83.32268
339.8735, 83.388
340.3747, 86.93587
340.8763, 91.31727
341.381, 94.41343
341.8805, 92.56808
342.384, 89.54453
342.8864, 86.48854
343.394, 85.42534
343.8954, 84.76046
344.3964, 86.10742
344.901, 89.14349
345.4012, 80.54384
345.9036, 81.48505
346.406, 83.67961
346.9145, 88.78719
347.4179, 93.95074
347.9182, 95.11322
348.4207, 96.81136
348.922, 95.74751
349.4272, 95.78141
349.9281, 91.19064
350.4347, 87.00756
350.9373, 85.61272
351.4397, 86.18336
351.9424, 85.23103
352.4434, 89.19859
352.9542, 94.09417
353.4573, 94.07715
353.9622, 95.49071
354.4637, 94.28472
354.965, 93.0893
355.4674, 91.96339
355.9746, 90.42959
356.4774, 90.88797
356.9808, 91.8309
357.4816, 93.54807
357.9847, 93.0792
358.4861, 92.76612
359.0032, 89.61568
359.5007, 90.81667
360.0046, 83.91276
360.5083, 83.75671
361.0189, 85.35571
361.5192, 88.65737
362.0375, 93.95889
362.5481, 94.24615
363.075, 94.18998
363.6984, 94.04691
364.1664, 90.41788
364.6905, 86.80672
365.2319, 84.36664
365.7392, 83.73704
366.3018, 83.51418
366.8158, 80.82938
367.3883, 79.91658
367.9379, 81.76039
368.4782, 83.29449
369.0434, 90.15547
369.5236, 92.96128
370.0303, 93.91702
370.5352, 96.18321
371.036, 92.95533
371.5463, 90.83127
372.0464, 86.88585
372.5479, 87.54183
373.0555, 89.90369
373.5613, 91.47501
374.0621, 90.44083
374.5672, 91.45454
375.0675, 92.48296
375.5742, 91.58012
376.0891, 91.94032
376.5845, 90.00661
377.0934, 89.59457
377.5993, 88.51903
378.1011, 90.68372
378.6017, 93.56521
379.102, 92.56122
379.6168, 92.00554
380.1153, 90.93319
380.6194, 87.59908
381.1281, 85.37984
381.6225, 83.21088
382.1243, 81.99212
382.6281, 85.89008
383.1352, 86.74429
383.6432, 88.9429
384.1396, 89.39035
384.6414, 91.91888
385.1566, 92.52957
385.6605, 87.8619
386.1643, 83.13224
386.6662, 84.74219
387.1682, 85.18944
387.6734, 83.75175
388.1753, 78.44093
388.6827, 81.43125
389.1832, 80.27959
389.6836, 81.27735
390.186, 83.49182
390.6934, 84.62222
391.1977, 92.60873
391.6991, 92.66698
392.2059, 93.33614
392.7085, 88.12489
393.2163, 88.16463
393.7165, 89.29768
394.22, 92.51114
394.7227, 93.418
395.2916, 92.59623
395.8318, 92.19526
396.3774, 91.80513
396.913, 93.10638
397.4717, 91.82106
398.0147, 93.42479
398.5772, 94.40058
399.0752, 95.21755
399.5763, 94.63589
400.0913, 92.6167
400.5953, 95.3271
401.0907, 94.27735
401.5951, 95.45985
402.1659, 92.67762
402.7179, 93.84911
403.2888, 90.02502
403.8343, 90.03168
404.3997, 90.40319
404.9572, 89.72664
405.5321, 89.43764
406.0868, 90.25523
406.6447, 89.35533
407.137, 89.84106
407.6809, 84.32941
408.2426, 87.94807
408.7522, 82.15362
409.2907, 87.46691
409.8208, 86.06477
410.3295, 87.3147
410.8572, 89.20927
411.3789, 80.12824
411.959, 81.85231
412.5146, 83.67844
413.0753, 90.01396
413.6234, 92.20688
414.179, 92.41444
414.7423, 94.1272
415.296, 92.8942
415.8645, 91.25195
416.397, 92.9921
416.9482, 91.99358
417.4516, 89.31231
417.9674, 88.05769
418.4923, 84.79675
419.0059, 88.5355
419.514, 88.23398
420.0507, 92.28612
420.6193, 93.1272
421.186, 94.14175
421.7354, 93.33161
422.2794, 91.26065
422.8596, 94.13865
423.4151, 95.30275
424.0507, 96.45164
424.5263, 96.51707
425.0257, 95.06971
425.5361, 93.96665
426.0724, 93.03309
426.5892, 93.98688
427.1074, 93.28621
427.6081, 91.25533
428.1583, 89.85748
428.6913, 90.93228
429.2185, 89.64296
429.7762, 90.10912
430.321, 92.13471
430.8593, 93.72977
431.386, 92.26563
431.8932, 92.50865
432.4335, 89.97182
432.9326, 91.29086
433.4728, 85.26871
434.0203, 86.20469
434.5345, 86.24433
